Nr	TID	PID	x [pixel]	y [pixel]	t [sec]	I [val]	Len [pixel]	D2S [pixel]	D2R [pixel]	D2P [pixel]	v [pixel/sec]	? [deg]	?? [deg]
302	2	124	975.5	477.833	0	33.7	425.188	118.766	NA	6.009	NA	3.18	-3.53
303	2	125	978.833	472.833	0	68.3	431.197	124.403	NA	6.009	NA	-56.31	-59.49
304	2	126	984.5	478.167	0	61.7	438.979	126.018	NA	7.782	NA	43.264	99.574
305	2	127	990.5	474.833	0	67.7	445.843	132.866	NA	6.864	NA	-29.055	-72.319
306	2	128	991.5	470.5	0	35.2	450.29	136.09	NA	4.447	NA	-77.005	-47.951
307	2	129	991	470	0	109.2	450.997	135.959	NA	0.707	NA	-135	-57.995
308	2	130	991	461.5	0	41.9	459.497	140.937	NA	8.5	NA	-90	45
309	2	131	999	472	0	178	472.697	141.563	NA	13.2	NA	52.696	142.696
310	2	132	998.5	457.5	0	177.2	487.206	149.334	NA	14.509	NA	-91.975	-144.671
311	2	133	986	468	0	110.5	503.531	133.039	NA	16.325	NA	139.97	-128.055
312	2	134	981.5	467	0	95.4	508.14	130.053	NA	4.61	NA	-167.471	52.559
313	2	135	979.5	463.5	0	29.4	512.172	130.684	NA	4.031	NA	-119.745	47.726
314	2	136	976.5	466.5	0	45.6	516.414	126.46	NA	4.243	NA	135	-105.255
315	2	137	982	462.5	0	110.5	523.215	133.25	NA	6.801	NA	-36.027	-171.027
316	2	138	989.5	456.5	0	73.2	532.82	142.854	NA	9.605	NA	-38.66	-2.632
317	2	139	994	460.5	0	73	538.84	143.933	NA	6.021	NA	41.634	80.293
318	2	140	1006	460	0	57.2	550.851	153.985	NA	12.01	NA	-2.386	-44.019
319	2	141	1015	453	0	60.3	562.253	165.366	NA	11.402	NA	-37.875	-35.489
320	2	142	1016.5	451.5	0	19.5	564.374	167.453	NA	2.121	NA	-45	-7.125
321	2	143	1022.5	446	0	59.2	572.513	175.521	NA	8.139	NA	-42.51	2.49
322	2	144	1041	440	0	9.6	591.962	194.194	NA	19.449	NA	-17.969	24.541
323	2	145	1029.5	440.5	0	36.2	603.473	184.41	NA	11.511	NA	177.51	-164.52
324	2	146	1039.5	420.5	0	176.9	625.834	204.387	NA	22.361	NA	-63.435	119.055
325	2	147	1030	429.5	0	45.2	638.92	191.36	NA	13.086	NA	136.548	-160.017
326	2	148	1022.5	426	0	15	647.196	187.725	NA	8.276	NA	-154.983	68.469
327	2	149	1014.5	409.5	0	163.8	665.533	193.044	NA	18.337	NA	-115.866	39.117
328	2	150	1019	415	0	88.4	672.64	192.423	NA	7.106	NA	50.711	166.577
329	2	151	1019	406.5	0	63.8	681.14	198.343	NA	8.5	NA	-90	-140.711
330	2	152	1022.5	403	0	36.8	686.089	203.293	NA	4.95	NA	-45	45
331	2	153	1029.5	396	0	23.2	695.989	213.193	NA	9.899	NA	-45	0
332	2	154	1031.5	396.5	0	24.4	698.051	214.26	NA	2.062	NA	14.036	59.036
333	2	155	1039	394	0	49.8	705.956	221.385	NA	7.906	NA	-18.435	-32.471
334	2	156	1039.5	395.5	0	12.6	707.537	220.716	NA	1.581	NA	71.565	90
335	2	157	1057	394	0	50.2	725.102	234.737	NA	17.564	NA	-4.899	-76.464
336	2	158	1073	380.5	0	53.6	746.036	255.671	NA	20.934	NA	-40.156	-35.257
337	2	159	1094.5	396.5	0	163.9	772.836	262.892	NA	26.8	NA	36.656	76.812
338	2	160	1095	389	0	77.8	780.353	267.655	NA	7.517	NA	-86.186	-122.842
339	2	161	1107	376.5	0	118.6	797.681	284.734	NA	17.328	NA	-46.169	40.017
340	2	162	1103	372.5	0	38.4	803.337	283.977	NA	5.657	NA	-135	-88.831
341	2	163	1095.5	372	0	46.8	810.854	278.408	NA	7.517	NA	-176.186	-41.186
342	2	164	1091	364	0	86.4	820.033	280.076	NA	9.179	NA	-119.358	56.828
343	2	165	1100.5	371	0	32.8	831.833	282.937	NA	11.8	NA	36.384	155.742
344	2	166	1097	366.5	0	101.4	837.534	283.049	NA	5.701	NA	-127.875	-164.259
345	2	167	1084	377	0	58.2	854.245	266.339	NA	16.711	NA	141.072	-91.053
346	2	168	1076	364.5	0	42.8	869.086	268.552	NA	14.841	NA	-122.619	96.308
347	2	169	1081	366	0	82.6	874.306	271.242	NA	5.22	NA	16.699	139.318
348	2	170	1081.5	370.5	0	34.1	878.834	268.64	NA	4.528	NA	83.66	66.961
349	2	171	1088.167	353.167	0	69	897.405	285.179	NA	18.571	NA	-68.962	-152.622
350	2	172	1096.833	341.833	0	43	911.672	299.247	NA	14.267	NA	-52.595	16.368
351	2	173	1112.167	342.5	0	73.2	927.02	310.156	NA	15.348	NA	2.49	55.084
352	2	174	1120.167	335.167	0	82.6	937.872	321.006	NA	10.853	NA	-42.51	-45
353	2	175	1135.5	333.167	0	33.8	953.336	333.963	NA	15.463	NA	-7.431	35.079
354	2	176	1140.167	321.167	0	60.7	966.211	345.283	NA	12.875	NA	-68.749	-61.318
355	2	177	1148.833	315.167	0	38.4	976.752	355.766	NA	10.541	NA	-34.695	34.054
356	2	179	1130.167	326.5	0	121.4	998.59	334.238	NA	21.838	NA	148.736	-176.569
